ID,SEX_FEMALE,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,avg_bill_amt,avg_pay_amt,credit_utilization,payment_ratio_1,payment_ratio_2,payment_ratio_3,payment_ratio_4,payment_ratio_5,payment_ratio_6,avg_payment_ratio,bill_to_limit_ratio,max_delay,delay_count
11,1,0,0,1,0,0,1,0,0.2601519073659747,-0.15920001854173257,0,0,2,0,0,-1,-0.5677867681261027,-0.5777194758674081,-0.6315133728693211,-0.6660765192951084,-0.66719105553423,-0.6220933841663779,-0.28879217983898864,-0.49090166774321775,-0.47126792603707257,-0.4256073403515243,-0.05098742750473273,-0.4065320827256931,0,-0.6496934108266652,-0.5790053381070037,-0.9820781224826554,-0.28315746674388736,-0.45091150391164564,-0.42552182488338075,-0.3259019445461859,1.1867448011753754,-0.42288233406997416,-0.2200483617489123,-0.899393867529833,2,1
12,1,1,0,0,0,0,1,0,0.730428568713538,1.7109372486765917,-1,-1,-1,-1,-1,2,-0.5506450701118031,-0.39983856756300634,-0.5626578436522661,-0.56609172743564,-0.30563081384274393,-0.44275545778938824,1.7801578832157172,0.47161657588795114,0.4212803285212517,1.9471058514897892,-0.4634209238197951,-0.08278432475831213,0,-0.49796346234113503,1.0550416462576626,-0.902146206237576,0.9803321200527466,-0.09602112757828749,0.24659939763874122,1.6585186313380125,-0.4314769520080436,-0.23116144452735546,0.6248922922167612,-0.9195070811768341,2,1
13,1,0,1,0,0,0,1,0,2.6115352141037915,0.6108565032540479,-1,0,-1,-1,-1,-1,-0.5524342709146425,-0.6269237631346444,-0.6165177543420229,-0.5996808888581163,-0.5846254634142523,-0.6376322746374042,-0.4272735647482468,0.13646606027356178,0.20339939400291238,0.24303598447080857,-0.14675850155542136,-0.41251063673404426,0,-0.6312838181752726,-0.11754190569517593,-1.0251680234688287,-0.3843692435411266,0.3218737556708754,0.3560479572565112,0.37337788521746385,-0.08206040358513703,-0.4365231966569008,0.04475386381348261,-0.9755869321704854,0,0
14,0,0,1,0,0,0,1,0,-0.7587808588870791,-0.5992323167107501,1,2,2,0,0,2,0.22190009266902247,0.28424622824637286,0.3034362481808552,0.4041970629860668,-0.060867660832964354,-0.023584412400240194,-0.193997112374305,-0.492062027289488,-0.16269915175521898,-0.13442395696115356,-0.2979179156676834,-0.41251063673404426,1,0.20665665908486025,-0.46354389934281826,1.2439649031827587,-0.4115189495702138,-0.4518601916983453,-0.3966335410280695,-0.38502641727971704,-0.39862856168157373,-0.4365231966569008,-0.7432267987133736,1.268604224458706,2,4
15,0,1,0,0,0,0,1,0,0.6520491251556109,-0.7092403912530044,0,0,0,0,0,0,0.29527175462416894,0.27962069591732636,0.2701817159027018,0.28619369271354955,0.30562318877835765,0.3124237906073874,-0.2152040625901179,-0.20197214072192657,-0.16269915175521898,-0.13442395696115356,-0.1324149075155717,-0.1407581818089903,0,0.3049143412086388,-0.2641899487802461,-0.35137099221343887,-0.4165930339809541,-0.41724638552316395,-0.39542104289051505,-0.3807921348155578,-0.3897348058549836,-0.3948499316529186,-0.7171642923607494,-0.34019789218258534,0,0
16,1,0,0,1,0,0,0,1,-0.9155397460029336,-1.3692888385065305,1,2,0,0,0,0,0.0027518523986655814,-0.28752345732081785,-0.2806158993305445,-0.22880125869452184,-0.17761173222521012,-0.14419580034201562,-0.5333083158273113,-0.3470170840057073,-0.36143836230963317,-0.32854621255473404,-0.3199849834212983,-0.31286806992819116,0,-0.19381953922110068,-0.586433320922486,0.8098088333146852,-0.4506254169054395,-0.41207679879895787,-0.40178984734206,-0.3875782754113021,-0.396640001784077,-0.40844619473054766,-0.7356942655781296,1.4456669681058305,2,2
17,0,1,0,0,0,0,1,0,-1.1506780766767153,-1.2592807639642762,0,0,2,2,2,2,-0.5056986144598303,-0.45462642621773247,-0.4467020867085368,-0.40254232023180264,-0.3830714013148634,-0.3446492921674383,-0.193997112374305,-0.492062027289488,-0.31959852850870385,-0.4579610496171211,-0.28136761485247225,-0.41251063673404426,1,-0.4478803625775909,-0.5823370068698304,1.4680436736257763,-0.2832682522597234,-0.4518601916983453,-0.3647647744087545,-0.42069812571613385,-0.35855059013424245,-0.4365231966569008,-0.6947642097547553,0.8489834457382308,2,4
18,0,1,0,0,0,1,0,0,1.2007052300611014,1.490921099592083,0,0,0,-1,-1,-1,2.92711399040721,2.9662616029980975,2.30744138446834,0.459018837603217,-0.5960065082184616,2.840642779474587,0.5649996358496384,0.47490426126905017,6.845473009900439,1.6989529014226623,6.775411434526967,4.1166969453501885,0,1.9725391282600158,5.415091690529015,0.3758964980873982,-0.41774007037117167,-0.42047597408431653,-0.14903523308454114,-0.1940588555350117,3.525330652084104,-0.2394050887847521,0.6241319854534341,0.9046590822515593,0,0
19,1,1,0,0,0,1,0,0,1.5142230042928102,1.490921099592083,1,-2,-2,-2,-2,-2,-0.7275595140119114,-0.7242246050077917,-0.7175245112616477,-0.7079255835760618,-0.6994962572455568,-0.6894285762074919,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,-0.4579610496171211,-0.4634209238197951,-0.41251063673404426,0,-0.7467153420064132,-0.7557476350989171,-1.064294861520692,-0.4506254169054395,-0.4518601916983453,-0.432646435477181,-0.42069812571613385,-0.4314769520080436,-0.4365231966569008,-0.7858225133871714,-1.0350739364863968,1,1
20,1,1,0,0,0,0,1,0,0.10339302025012029,-0.7092403912530044,1,-2,-2,-2,-2,-2,-0.7275595140119114,-0.7242246050077917,-0.7175245112616477,-0.7079255835760618,-0.6994962572455568,-0.6894285762074919,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,-0.4579610496171211,-0.4634209238197951,-0.41251063673404426,0,-0.7467153420064132,-0.7557476350989171,-1.064294861520692,-0.4506254169054395,-0.4518601916983453,-0.432646435477181,-0.42069812571613385,-0.4314769520080436,-0.4365231966569008,-0.7858225133871714,-1.0350739364863968,1,1
21,1,0,0,1,0,0,1,0,-0.28850419753951584,0.3908403541695393,0,0,0,0,0,-1,-0.1740904463077799,-0.30975295734876,-0.3369776696916951,-0.3646067179906519,-0.49092624050754824,-0.6726444087997632,-0.2152040625901179,-0.3434393087380407,-0.3718983207598655,-0.24226965451314272,-0.36080905876548586,2.645972659295796,0,-0.39799430738370994,0.39752862328573807,-0.6096679706049711,-0.38773231694277205,-0.4089091270816705,-0.40044036774335395,-0.34366320032482645,-0.3691175032399416,3.4190872815115414,0.47523787409734625,-0.31198227417602825,0,0
22,1,0,1,0,0,1,0,0,-0.36688364109744304,0.3908403541695393,-1,-1,-1,-1,-1,-1,-0.7229999377724176,-0.719494287156728,-0.7126140289252475,-0.7079255835760618,-0.68832728159919,-0.6837255687872313,-0.4998013344863269,-0.4615058925710382,-0.4764979052621887,-0.3898025687642639,-0.42855495676908356,-0.41251063673404426,1,-0.7413782490909635,-0.7125997937442782,-1.0567570747869603,0.3535257592172263,0.3218737556708754,-0.432646435477181,3.5496819289518546,-0.0357961915988288,-0.4365231966569008,0.9818972781084737,-1.0286205661578434,-1,0
23,1,0,1,0,0,0,1,0,-0.7587808588870791,-1.0392646148797675,2,0,0,2,2,2,-0.13471359960658133,-0.08885010757613895,-0.017936173335261794,0.02490765269438577,0.1294290634709567,0.1409726181628465,-0.3204965704116289,-0.14569470272781965,-0.4764979052621887,-0.06960869273240805,-0.4634209238197951,-0.24764748074617818,1,0.0005761884413652205,-0.45507818363399666,0.7450124920221236,-0.4113445881645193,-0.3865635725564783,-0.432646435477181,-0.3557190838724788,-0.4314769520080436,-0.40602154026175796,-0.7258087135145652,0.40335080134454193,2,4
24,1,1,0,0,0,1,0,0,2.2196379963141553,0.5008484287117936,-2,-2,-2,-2,-2,-2,-0.6480266525179552,-0.43351962821140355,-0.6946348261935543,-0.6985998868003619,-0.6994962572455568,-0.6894285762074919,1.526734828136753,-0.34962789298481534,-0.41792213794088773,-0.4579610496171211,-0.4634209238197951,-0.31033171368222395,1,-0.6708109588497154,-0.13887004752933602,-1.035707460777021,2.383744875132142,-0.3931727506852216,-0.13280335337883228,-0.42069812571613385,-0.4314769520080436,3.4190872815115414,1.3308922074704768,-1.0050562341630538,-2,0
25,0,1,0,0,0,0,1,0,-0.6020219717712247,-1.3692888385065305,0,0,0,-1,0,0,-0.6591081542645733,-0.6183912277703837,-0.7175245112616477,-0.6180325278702972,-0.5870996035890804,-0.5397787739011621,0.07713374613486282,-0.492062027289488,0.08813065188135216,-0.32854621255473404,-0.23778515603908282,-0.23134233345067495,0,-0.6570206538957135,-0.30788396534190576,-0.8953890693428015,0.5252384787392035,-0.4518601916983453,3.5108255281912806,-0.24417140968791656,-0.17702187180777812,-0.2505313742657555,0.8637133439815377,-0.9058976122762352,0,0
26,0,0,0,1,0,0,1,0,-0.9155397460029336,-1.3692888385065305,0,0,0,0,0,0,-0.0404486895666655,-0.09835565135913105,-0.15774506441308708,-0.22553726482302688,-0.17234534813879032,-0.14717363649499976,-0.3241017519483171,-0.3541726345410405,-0.37179372117536313,-0.30352601072267255,-0.34624479404810005,-0.32219823754728466,0,-0.1434915412066894,-0.5402542071688818,0.980401351031988,-0.41730768757973563,-0.42547070093181794,-0.41073035166610405,-0.38144252977396137,-0.4033021578443381,-0.4109354735208166,-0.7336046360496583,1.2989222281455597,0,0
27,0,1,0,0,0,0,1,0,-0.8371603024450064,-0.9292565403375131,1,-2,-1,-1,-1,-1,-0.72872826614925,-0.7272184770654271,-0.7134997804859273,-0.7088748062835883,-0.6972518586583913,-0.6928395521645464,-0.5333083158273113,-0.3953653984336342,-0.4764979052621887,-0.40403820084112646,-0.4634209238197951,-0.3219264850923596,1,-0.7471122460681634,-0.6874757342213238,-1.064294861520692,-0.4506254169054395,3.416809545147758,-0.432646435477181,3.5496819289518546,-0.4314769520080436,3.4190872815115414,2.7496170696041187,-1.0350739364863968,1,1
28,1,0,0,1,0,0,1,0,-0.9155397460029336,-0.5992323167107501,0,0,0,0,0,0,-0.4023145519409268,-0.4826490686771989,-0.45082005449064455,-0.4102027140118419,-0.3649394883193375,-0.3353909288554331,-0.3954631394245275,-0.36635640977687806,-0.3718983207598655,-0.2961925032891373,-0.35308558505172066,-0.3208394752726594,0,-0.4306896313356865,-0.56152773148234,0.0069105067373834185,-0.40424785916800704,-0.3895318900760881,-0.38669325755177797,-0.3540735582924625,-0.3896745368784451,-0.39674262058608,-0.6951252676644717,0.06972672598670114,0,0
29,1,0,0,1,0,1,0,0,-0.9155397460029336,1.2709049505075742,-1,-1,-1,-1,-1,-1,-0.7181806388357374,-0.6731042396236689,-0.6644415756251187,-0.6739534024645835,-0.1617242178168497,-0.6847903708055711,-0.17119964089230613,-0.16126285997361212,-0.26269635453944,2.823783526889909,-0.4350647417564,-0.41251063673404426,0,-0.6335329411918571,0.3247780857105748,-0.6806501413250825,3.5701304637078892,0.3232331710981712,0.039277258535602065,3.5496819289518546,-0.4247934189534811,-0.4365231966569008,1.950269081350857,-1.0032155260073803,-1,0
30,0,1,0,0,0,0,1,0,-0.9155397460029336,-1.0392646148797675,0,0,0,0,0,0,-0.5063767792802614,-0.47610745823126577,-0.4456454006361469,-0.4097197761431003,-0.37476535929936905,-0.4836871692740428,-0.37425618920871456,-0.3470170840057073,-0.3718983207598655,-0.3501153520651319,-0.28688438179087594,-0.41251063673404426,0,-0.47343704326291103,-0.575509816782071,-0.13798674557286641,-0.37193621577138,-0.3818390199907236,-0.38756788079418536,-0.37635367879964327,-0.36256928216807155,-0.4365231966569008,-0.6942719958140214,-0.283754591512788,0,0
31,1,1,0,0,0,0,1,0,0.4952902380397564,-0.9292565403375131,-1,-1,-1,-1,-1,-1,-0.48737373526945943,-0.46577859963242396,-0.5113774901392257,-0.452484757071667,-0.4466568038079455,-0.02306103513698844,1.297911835308132,0.7921659005451066,1.1279551214189474,1.084987345259188,3.6512045295192386,-0.41251063673404426,0,-0.4265291759933686,1.9065561027633557,-0.828358403114188,0.38367055880274487,0.1433301097792464,0.47929260342995794,0.3199528612078496,1.6312513512253997,-0.4365231966569008,0.7467366893561059,-0.8577110264808062,-1,0
32,0,0,1,0,0,0,1,0,-0.9155397460029336,-0.2692080930839869,2,0,0,0,0,0,-0.2872141099711719,-0.28086209199257933,-0.37407045873279426,-0.3293356005425583,-0.2891954541099573,-0.2620639695246784,-0.3511406134734785,-0.3470170840057073,-0.3718983207598655,-0.3501153520651319,-0.35308558505172066,-0.34765238415859806,1,-0.3192158884323529,-0.5663886908248246,0.3847635351015481,-0.40535601128977855,-0.41267453024065637,-0.39696213574260075,-0.3857691202206822,-0.397391518023531,-0.4132071738328418,-0.7223072449516761,0.46070294197303313,2,1
33,0,1,0,0,0,0,1,0,-0.5236425282132975,-0.3792161676262413,0,0,0,0,0,0,0.614860533511984,0.5342644837794973,0.5703893369688913,0.6402704156509276,0.6913769868936983,0.6747632842041291,-0.2127652633152994,-0.15256016337658526,-0.13111007723551737,-0.11242343466054776,-0.11034783976195679,-0.1856879210232659,0,0.6473383943693902,-0.24387223107907438,1.2983575996128214,-0.4244962947869175,-0.41954726703688855,-0.40122427229177265,-0.3892717127732346,-0.3993008358927878,-0.41097861044109224,-0.7322116664582785,1.2449099693768255,0,0
34,1,0,1,0,0,1,0,0,2.6115352141037915,2.040961472303355,-2,-2,-2,-2,-2,-2,-0.5698645497035937,-0.6620718210912828,-0.3644359680727685,-0.5826781452724206,0.5630044566797605,-0.5273440520259738,-0.09305202934703563,1.7152319196030872,0.3101955697797844,6.773571806140842,-0.3551819564883141,4.2600010732473335,0,-0.39275573675309206,3.453008599776437,-0.9443161963173492,-0.14512302114541495,3.416809545147758,-0.17158796669141838,3.5496819289518546,-0.42060997945911544,3.4190872815115414,2.9204116710664385,-0.9815076952267285,-2,0
35,0,1,0,0,0,1,0,0,2.6115352141037915,2.4809937704723724,-2,-2,-2,-2,-2,-2,-0.5297518220270337,-0.64928798740518,-0.2337798431219677,-0.6549689483140515,-0.6994962572455568,-0.5939032019181282,-0.0024983519255145875,2.5227454671783223,-0.1438712265448008,-0.4579610496171211,0.12058402427962309,-0.34294200827323046,0,-0.5825546960975573,0.4847528038469511,-1.0086507290187154,-0.1569803087523966,3.416809545147758,-0.3520795171060554,-0.42069812571613385,3.525330652084104,-0.3246354639067265,1.7154800466226314,-0.9678820981270964,-2,0
36,0,1,0,0,0,0,1,0,-0.053365866865734156,-0.5992323167107501,-1,-1,-2,-2,-2,-1,-0.29086465677051354,-0.7261855912055429,-0.7206324114745593,-0.7114563589874615,-0.7035964376881416,-0.6954028374300515,-0.5194177634359538,-0.4537701622625699,-0.43507646979926873,-0.39702823050024716,-0.37603533551548013,-0.41251063673404426,0,-0.6646351879473306,-0.693483661498552,-0.9773510833932149,-0.4471447030752044,3.416809545147758,3.5108255281912806,3.5496819289518546,3.525330652084104,-0.4365231966569008,3.9291171246325427,-0.5715187474094666,-1,0
37,0,0,1,0,0,1,0,0,0.8871874558293925,0.5008484287117936,0,0,0,0,0,0,1.9634994967296193,1.9901395573266822,2.0861433498079744,2.1299172513293367,2.3737569609171643,2.512431092940227,0.31772659633326006,0.28731280128869374,0.18247947710244772,0.23225141471560964,0.24272524429588152,0.1977547928759852,0,2.2651869082014127,0.38911752509761866,0.7587744052926623,-0.41601944627997767,-0.4174678440421868,-0.40510669711809916,-0.3908754247597639,-0.4023528311965592,-0.407240959400983,-0.7304964887883745,0.5972582422345298,0,0
38,1,0,1,0,0,0,1,0,-0.8371603024450064,-1.479296913048785,0,0,0,0,0,-1,-0.5103447649317197,-0.5774350580219327,-0.5455333134791235,-0.607574425057548,-0.7035964376881416,-0.3526623785427411,-0.37425618920871456,-0.3452765446863019,-0.26280095412394233,-0.4579610496171211,4.796375010593083,-0.3566202151711248,0,-0.57674472436414,0.7011474208685705,-0.5841824531447415,-0.37049875527504234,-0.33208371483657934,-0.2870643389507143,-0.42069812571613385,3.525330652084104,-0.4110257511581878,0.5039284846157435,-0.4202066142208804,0,0
39,0,1,0,0,0,0,1,0,-0.9155397460029336,-1.1492726894220218,1,-1,-1,-2,-2,-2,-0.7275595140119114,-0.7125485039830141,-0.7175245112616477,-0.7079255835760618,-0.6994962572455568,-0.6894285762074919,-0.450601209985641,-0.492062027289488,-0.4764979052621887,-0.4579610496171211,-0.4634209238197951,-0.41251063673404426,1,-0.7445197025158801,-0.7344468020251079,-1.0568524898097742,3.5701304637078892,-0.4518601916983453,-0.432646435477181,-0.42069812571613385,-0.4314769520080436,-0.4365231966569008,0.3926573476099254,-1.0350739364863968,1,1
40,0,1,0,0,0,0,1,0,0.8871874558293925,-0.48922424216849564,-1,-1,2,-1,0,-1,-0.7203738527230888,-0.5883776603925898,-0.6454056868210356,-0.5417949567289504,-0.38181665879762916,-0.5183924960751851,0.4289570502151987,-0.492062027289488,0.5669875497329879,0.4048045307987923,0.5875231779461143,-0.34176441430188853,0,-0.6013443032761575,0.2644257253347825,-0.9763034690458614,3.5701304637078892,-0.4518601916983453,1.2626811365786936,0.2160909768769677,-0.012155718930855043,-0.3729749897675993,1.2326175878697103,-1.0307152858212438,2,1
41,0,1,0,0,0,0,1,0,1.5142230042928102,-0.2692080930839869,0,0,0,0,0,0,2.4276095275629106,2.5884349493245216,2.49752056149001,4.371203090417292,2.763752142189353,2.5451151006557073,0.5270391949633333,0.1848143747014887,0.15109960175175075,6.773571806140842,2.6259685616862902,-0.05017403016730566,0,2.988825405551387,2.57740781664113,0.6943222944164175,-0.4138504349180127,-0.4273855621000492,-0.40977412654558704,-0.2461184574109522,-0.3184074227308823,-0.419312954822466,-0.6699981518656501,0.4534762566386841,0,0
42,1,1,0,0,0,0,1,0,-0.7587808588870791,-1.1492726894220218,0,0,0,0,0,0,0.24670361025031978,0.2787075649397476,0.27621104231575017,0.3528557716298474,0.44422805585819164,0.5011644602310725,-0.2152040625901179,-0.056927197438145845,-0.05370638470379817,-0.18834680573714813,-0.15448197526918658,-0.18605025762983263,0,0.35914382170238207,-0.2275415923891541,1.613159699863304,-0.41489648030248644,-0.3998922106365162,-0.3827957304555297,-0.38953295785896197,-0.39723899257957546,-0.407300743434463,-0.7162426716831587,1.3287851119494303,0,0
43,0,0,1,0,0,0,1,0,-1.2290575202346425,-1.479296913048785,0,0,0,0,0,0,-0.7004762083108672,-0.6765621618502377,-0.6242408863711081,-0.6483743484512352,-0.6346384398054202,-0.6090991900442654,-0.37425618920871456,-0.2090309946284039,-0.3718983207598655,-0.4256073403515243,-0.35308558505172066,-0.36721856091320193,0,-0.6826448927192039,-0.5583872240419706,0.021575794740072155,0.19201004616541756,0.25942098416525683,-0.3012630617084501,-0.35408101070492604,-0.21584710982318536,-0.3498997305106766,-0.2310598694203837,-0.5750875024765844,0,0
44,1,0,1,0,0,1,0,0,-0.2101247539815886,0.17082420508503052,0,0,0,0,0,0,0.13102600673126188,0.1970497045677446,0.26029859322564314,0.362531182034636,0.4859526626636855,0.5703224489476494,-0.2152040625901179,-0.20197214072192657,-0.16269915175521898,-0.026578259409164376,-0.022079568747497214,-0.1407581818089903,0,0.33740699074610464,-0.2095724280781716,0.2481183192856591,-0.41008270501433985,-0.41414405621628925,-0.3950447957759323,-0.37128455938548066,-0.3842871298092374,-0.4033813627996895,-0.7123617727811958,0.0065210400999430335,0,0
45,1,1,0,0,0,0,1,0,-0.9939191895608608,-0.5992323167107501,0,0,0,2,0,0,-0.4544610979204547,-0.40545207767107255,-0.3147251041672486,-0.288119351399956,-0.22877341655469113,-0.16249595706399084,-0.2152040625901179,-0.008578883010218932,-0.4764979052621887,-0.24226965451314272,-0.1324149075155717,-0.41251063673404426,0,-0.33240098506524646,-0.4007337505354325,0.6911626388264855,-0.3231644601575134,-0.2701898589044452,-0.432646435477181,-0.3576987198742839,-0.3423462806439015,-0.4365231966569008,-0.6478774637426867,0.12451093871783098,2,1
46,0,1,0,0,0,0,1,0,0.33853135092390196,-0.7092403912530044,-2,-2,-2,-2,-2,-2,-0.7275595140119114,-0.7242246050077917,-0.7175245112616477,-0.7079255835760618,-0.6994962572455568,-0.6894285762074919,-0.5333083158273113,-0.492062027289488,-0.4764979052621887,-0.4579610496171211,-0.4634209238197951,-0.41251063673404426,1,-0.7467153420064132,-0.7557476350989171,-1.064294861520692,-0.4506254169054395,-0.4518601916983453,-0.432646435477181,-0.42069812571613385,-0.4314769520080436,-0.4365231966569008,-0.7858225133871714,-1.0350739364863968,-2,0
47,1,1,0,0,0,0,1,0,-1.1506780766767153,-1.479296913048785,0,0,2,-1,0,0,-0.5251489586713421,-0.47746967001748986,-0.47200039444163666,-0.4357984210551468,-0.4048084899937102,-0.6894285762074919,-0.2152040625901179,-0.492062027289488,1.2746037388912046,-0.4219405866347567,-0.4634209238197951,-0.41251063673404426,1,-0.5234131759743522,-0.20752427105184382,0.8279758529233983,-0.27865125605799174,-0.4518601916983453,0.4030201992541318,-0.4044676999373063,-0.4314769520080436,-0.4365231966569008,-0.4808662554437131,0.6838098406888814,2,1
